,player,position,team,age,birth_year,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,miscontrols,dispossessed,passes_received,progressive_passes_received,games,minutes,minutes_per_game,minutes_pct,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
606,Tajon Buchanan,MF,Canada,23,1999,2.9,0,5,0,0.0,1.73,0.0,0.0,,15.0,0.0,0,0,0.9,0.9,0.19,-0.9,-0.9,1.0,1,1.0,0.0,0.0,1.0,5.0,20.0,4.0,3.0,0.0,3.0,3,4.0,0.0,0.0,9.0,3.12,7.0,0.0,0.0,1.0,1.0,0.0,1.0,0.35,1.0,0.0,0.0,0.0,0.0,0.0,131.0,3.0,20.0,42.0,72.0,8.0,131.0,7.0,25.0,28.0,8.0,7.0,95.0,17.0,3,260.0,87.0,96.3,3,87.0,2,0,,0,0.0,2.0,7.0,-5.0,-1.73,-1.73,4.1,3.7,0.4,0.14,0.91,61.0,89.0,68.5,806.0,261.0,40.0,47.0,85.1,18.0,27.0,66.7,1.0,8.0,12.5,1,0.5,0.5,0.5,4.0,5.0,4.0,2.0,7.0,1,0,0,6,6,2,8,0.0,0.0,0,14.0,1.0,2.0,33.3
607,Takefusa Kubo,FW,Japan,21,2001,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,3.0,0.0,3.0,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,4.0,10.0,10.0,4.0,23.0,0.0,0.0,,5.0,1.0,13.0,0.0,2,90.0,45.0,23.1,2,45.0,0,0,,1,3.0,0.0,2.0,-2.0,-2.0,-2.9,0.2,2.4,-2.2,-2.16,-2.61,6.0,11.0,54.5,87.0,23.0,4.0,6.0,66.7,2.0,5.0,40.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,2,2,1,0,0.0,0.0,0,4.0,1.0,1.0,50.0
608,Takehiro Tomiyasu,DF,Japan,24,1998,2.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0,0.0,7.0,1.0,5.0,2.87,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,11.0,60.0,43.0,15.0,2.0,118.0,0.0,0.0,,2.0,0.0,68.0,1.0,3,187.0,62.0,47.9,1,120.0,1,2,34.0,1,2.33,3.0,1.0,2.0,0.96,1.41,2.9,3.2,-0.3,-0.17,-0.02,73.0,103.0,70.9,1188.0,500.0,36.0,43.0,83.7,32.0,41.0,78.0,4.0,18.0,22.2,0,0.2,0.1,-0.2,3.0,6.0,2.0,0.0,4.0,0,0,0,1,0,0,0,0.0,0.0,0,12.0,6.0,4.0,60.0
609,Takuma Asano,FW,Japan,28,1994,1.8,1,8,2,25.0,4.36,1.09,0.13,0.5,13.2,0.0,0,0,0.7,0.7,0.08,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,2.0,6.0,16.0,28.0,9.0,49.0,0.0,1.0,0.0,7.0,1.0,27.0,11.0,4,165.0,41.0,42.3,0,,0,4,41.0,0,1.75,2.0,1.0,1.0,0.55,0.55,2.7,2.3,0.4,0.26,0.63,21.0,28.0,75.0,227.0,44.0,12.0,15.0,80.0,4.0,6.0,66.7,1.0,1.0,100.0,0,0.2,0.0,-0.2,2.0,3.0,0.0,0.0,0.0,0,0,0,4,0,2,1,0.0,0.0,0,8.0,1.0,9.0,10.0
610,Takumi Minamino,FW,Japan,27,1995,0.7,0,2,1,50.0,3.0,1.5,0.0,0.0,15.1,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,2.0,1,1.0,1.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,1.0,7.0,12.0,13.0,4.0,32.0,0.0,0.0,,2.0,2.0,20.0,5.0,3,60.0,20.0,15.4,0,,0,3,20.0,1,1.33,2.0,0.0,2.0,3.0,3.27,0.9,0.8,0.1,0.3,0.49,14.0,22.0,63.6,200.0,34.0,9.0,11.0,81.8,4.0,5.0,80.0,1.0,5.0,20.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,1,0,0,3,0.0,0.0,0,4.0,0.0,2.0,0.0
611,Tarek Salman,DF,Qatar,25,1997,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,7.0,6.0,1.0,0.0,14.0,0.0,0.0,,0.0,0.0,9.0,0.0,1,8.0,8.0,3.0,0,,0,1,8.0,2,0.0,0.0,1.0,-1.0,-11.25,-9.53,0.2,0.2,0.0,-0.5,0.22,7.0,10.0,70.0,122.0,34.0,3.0,3.0,100.0,4.0,4.0,100.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,0.0,0,1.0,0.0,0.0,
612,Tariq Lamptey,DF,Ghana,22,2000,1.1,0,1,0,0.0,0.88,0.0,0.0,,15.8,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,3.0,1,3.0,0.0,0.0,3.0,4.0,75.0,1.0,1.0,1.0,0.0,1,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,7.0,23.0,18.0,10.0,1.0,50.0,0.0,3.0,0.0,1.0,1.0,17.0,3.0,2,102.0,51.0,37.8,1,77.0,0,1,25.0,1,1.5,5.0,4.0,1.0,0.88,2.49,2.5,1.9,0.6,0.52,1.6,21.0,34.0,61.8,315.0,88.0,11.0,13.0,84.6,10.0,16.0,62.5,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1,0,0,3,2,0,3,0.0,0.0,0,8.0,0.0,1.0,0.0
613,Teun Koopmeiners,MF,Netherlands,24,1998,2.4,0,2,1,50.0,0.82,0.41,0.0,0.0,27.6,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,10.0,5,2.0,8.0,0.0,5.0,8.0,62.5,3.0,2.0,1.0,1.0,4,14.0,4.0,0.0,4.0,1.91,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.96,1.0,1.0,0.0,0.0,0.0,0.0,149.0,7.0,32.0,95.0,22.0,0.0,149.0,1.0,2.0,50.0,2.0,4.0,99.0,7.0,5,219.0,44.0,45.6,1,78.0,0,4,35.0,0,2.2,6.0,3.0,3.0,1.23,0.2,2.1,4.2,-2.1,-0.99,-1.17,90.0,119.0,75.6,1448.0,490.0,47.0,53.0,88.7,36.0,42.0,85.7,6.0,11.0,54.5,1,0.2,0.1,0.8,2.0,9.0,0.0,0.0,6.0,1,0,0,6,1,0,2,0.0,0.0,0,12.0,4.0,3.0,57.1
614,Theo Hernández,DF,France,25,1997,5.6,1,5,2,40.0,0.89,0.35,0.2,0.5,16.7,0.0,0,0,0.4,0.4,0.08,0.6,0.6,16.0,13,11.0,5.0,0.0,10.0,15.0,66.7,5.0,5.0,2.0,3.0,4,20.0,8.0,1.0,17.0,3.01,17.0,0.0,0.0,0.0,0.0,0.0,3.0,0.53,3.0,0.0,0.0,0.0,0.0,0.0,383.0,13.0,87.0,198.0,100.0,8.0,383.0,2.0,5.0,40.0,6.0,5.0,248.0,13.0,6,508.0,85.0,77.0,5,86.0,4,1,78.0,1,2.67,13.0,5.0,8.0,1.42,1.42,10.9,7.7,3.2,0.56,0.25,289.0,339.0,85.3,4672.0,1347.0,156.0,169.0,92.3,105.0,119.0,88.2,25.0,39.0,64.1,2,1.2,1.0,0.8,11.0,23.0,7.0,5.0,16.0,1,0,0,6,13,0,13,0.0,1.0,0,30.0,8.0,4.0,66.7
615,Thiago Almada,MF,Argentina,21,2001,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,12.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,8.0,7.0,0.0,15.0,0.0,0.0,,2.0,0.0,15.0,2.0,1,7.0,7.0,1.0,0,,0,1,7.0,6,3.0,0.0,0.0,0.0,0.0,-0.92,0.5,0.0,0.5,6.09,4.76,13.0,13.0,100.0,207.0,26.0,5.0,5.0,100.0,7.0,7.0,100.0,0.0,0.0,,0,0.2,0.1,-0.2,1.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
616,Thiago Silva,DF,Brazil,38,1984,4.3,0,2,0,0.0,0.46,0.0,0.0,,8.0,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2,3.0,1,0.0,2.0,1.0,0.0,0.0,,0.0,3.0,1.0,2.0,5,8.0,6.0,0.0,10.0,2.5,8.0,1.0,0.0,1.0,0.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,368.0,22.0,139.0,219.0,10.0,3.0,368.0,0.0,1.0,0.0,2.0,0.0,289.0,0.0,4,390.0,98.0,81.3,4,98.0,4,0,,1,2.5,8.0,2.0,6.0,1.38,2.38,9.5,1.6,7.9,1.98,0.49,322.0,344.0,93.6,6145.0,2410.0,115.0,120.0,95.8,174.0,181.0,96.1,32.0,39.0,82.1,1,0.9,0.6,0.1,4.0,15.0,3.0,1.0,15.0,0,0,0,2,3,0,1,0.0,0.0,0,17.0,6.0,4.0,60.0
617,Thibaut Courtois,GK,Belgium,30,1992,3.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,121.0,128.0,1.0,0.0,0.0,129.0,1.0,1.0,100.0,0.0,0.0,66.0,0.0,3,270.0,90.0,100.0,3,90.0,3,0,,0,1.33,1.0,2.0,-1.0,-0.33,,4.7,4.6,0.2,0.05,,108.0,123.0,87.8,2642.0,1731.0,20.0,20.0,100.0,66.0,66.0,100.0,22.0,37.0,59.5,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,
618,Thilo Kehrer,DF,Germany,26,1996,0.8,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,6.0,2,4.0,1.0,1.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,3,9.0,2.0,0.0,1.0,1.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,3.0,21.0,15.0,7.0,0.0,43.0,0.0,0.0,,1.0,0.0,20.0,1.0,1,69.0,69.0,25.6,1,69.0,0,0,,2,1.0,0.0,1.0,-1.0,-1.3,-2.2,0.3,0.6,-0.4,-0.46,-3.6,22.0,29.0,75.9,356.0,155.0,12.0,15.0,80.0,7.0,9.0,77.8,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,3,0,0,0,0.0,0.0,0,3.0,0.0,0.0,
619,Thomas Delaney,MF,Denmark,31,1991,0.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2.0,6.0,19.0,6.0,1.0,31.0,0.0,0.0,,0.0,0.0,23.0,0.0,1,44.0,44.0,16.3,1,44.0,0,0,,0,1.0,0.0,0.0,0.0,0.0,0.8,0.2,0.7,-0.5,-1.1,-0.85,24.0,29.0,82.8,394.0,73.0,11.0,12.0,91.7,11.0,13.0,84.6,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0.0,0.0,0,2.0,2.0,1.0,66.7
620,Thomas Meunier,DF,Belgium,31,1991,2.3,0,3,1,33.3,1.28,0.43,0.0,0.0,19.6,0.0,0,0,0.2,0.2,0.07,-0.2,-0.2,6.0,6,3.0,3.0,0.0,4.0,5.0,80.0,1.0,1.0,0.0,1.0,2,8.0,5.0,0.0,7.0,2.99,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,6.0,56.0,69.0,42.0,2.0,167.0,1.0,3.0,33.3,2.0,1.0,114.0,13.0,3,211.0,70.0,78.1,2,83.0,0,1,45.0,0,1.33,0.0,1.0,-1.0,-0.43,-0.43,3.8,2.2,1.6,0.69,2.9,110.0,147.0,74.8,2169.0,632.0,37.0,44.0,84.1,58.0,70.0,82.9,15.0,28.0,53.6,0,0.5,0.0,-0.5,3.0,8.0,2.0,0.0,9.0,1,0,0,4,1,0,6,0.0,0.0,0,13.0,2.0,3.0,40.0
