,player,position,team,age,birth_year,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,miscontrols,dispossessed,passes_received,progressive_passes_received,games,minutes,minutes_per_game,minutes_pct,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
28,Alexander Bah,DF,Denmark,25,1997,0.5,0,2,0,0.0,3.91,0.0,0.0,,19.3,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,4.0,4,2.0,1.0,1.0,2.0,3.0,66.7,1.0,2.0,0.0,2.0,2,6.0,0.0,0.0,4.0,7.83,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,1.0,22.0,19.0,24.0,3.0,65.0,0.0,2.0,0.0,0.0,0.0,36.0,2.0,2,46.0,23.0,17.0,0,,0,2,23.0,1,0.0,0.0,1.0,-1.0,-1.96,-1.55,0.4,0.4,-0.1,-0.16,0.28,37.0,53.0,69.8,580.0,150.0,15.0,18.0,83.3,19.0,23.0,82.6,1.0,9.0,11.1,0,0.1,0.1,-0.1,1.0,0.0,3.0,1.0,2.0,0,0,0,1,0,0,4,0.0,0.0,0,3.0,4.0,0.0,100.0
29,Alexander Djiku,DF,Ghana,28,1994,1.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,2,3.0,9.0,0.0,1.0,0.93,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.93,1.0,0.0,0.0,0.0,0.0,0.0,43.0,15.0,33.0,10.0,0.0,0.0,43.0,0.0,0.0,,0.0,0.0,18.0,0.0,2,97.0,49.0,35.9,1,89.0,0,1,8.0,1,1.5,2.0,3.0,-1.0,-0.93,-0.41,0.9,2.4,-1.4,-1.33,-1.33,22.0,28.0,78.6,381.0,180.0,7.0,7.0,100.0,12.0,14.0,85.7,2.0,6.0,33.3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,2,0,0,0.0,0.0,0,3.0,2.0,0.0,100.0
30,Alexis Mac Allister,MF,Argentina,23,1998,6.1,1,7,4,57.1,1.15,0.65,0.14,0.25,19.3,0.0,0,0,0.7,0.7,0.1,0.3,0.3,9.0,4,3.0,5.0,1.0,4.0,7.0,57.1,3.0,13.0,1.0,12.0,3,12.0,6.0,0.0,16.0,2.77,16.0,0.0,0.0,0.0,0.0,0.0,2.0,0.35,2.0,0.0,0.0,0.0,0.0,0.0,332.0,2.0,38.0,165.0,134.0,11.0,332.0,4.0,8.0,50.0,7.0,8.0,247.0,23.0,6,550.0,92.0,79.7,6,92.0,1,0,,1,2.33,13.0,5.0,8.0,1.31,1.95,11.3,2.8,8.5,1.47,0.36,234.0,265.0,88.3,3265.0,548.0,146.0,161.0,90.7,69.0,76.0,90.8,9.0,13.0,69.2,1,1.0,0.7,0.0,8.0,12.0,6.0,0.0,17.0,0,0,0,1,13,0,1,0.0,0.0,0,40.0,5.0,12.0,29.4
31,Alexis Vega,FW,Mexico,25,1997,2.1,0,9,2,22.2,4.2,0.93,0.0,0.0,21.0,1.0,0,0,0.8,0.8,0.09,-0.8,-0.8,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1,1.0,2.0,0.0,4.0,1.87,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,1.0,8.0,42.0,35.0,8.0,85.0,1.0,4.0,25.0,6.0,8.0,50.0,9.0,3,193.0,64.0,71.5,3,64.0,0,0,,0,1.33,0.0,1.0,-1.0,-0.47,-0.47,1.9,1.3,0.7,0.31,0.02,40.0,56.0,71.4,658.0,208.0,23.0,26.0,88.5,12.0,18.0,66.7,4.0,8.0,50.0,0,0.1,0.1,-0.1,1.0,3.0,0.0,0.0,4.0,0,0,0,2,6,4,6,0.0,0.0,0,16.0,1.0,5.0,16.7
32,Ali Abdi,DF,Tunisia,28,1993,2.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,8.0,5,5.0,2.0,1.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,4,12.0,13.0,1.0,3.0,1.44,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,16.0,66.0,61.0,26.0,3.0,152.0,1.0,2.0,50.0,5.0,4.0,67.0,11.0,3,188.0,63.0,69.6,2,90.0,2,1,8.0,0,1.33,0.0,1.0,-1.0,-0.48,-1.58,1.8,2.3,-0.4,-0.21,-0.14,72.0,116.0,62.1,1451.0,630.0,25.0,31.0,80.6,38.0,57.0,66.7,9.0,22.0,40.9,0,0.0,0.1,0.0,1.0,4.0,2.0,0.0,6.0,1,0,0,5,0,1,5,0.0,0.0,0,17.0,9.0,5.0,64.3
33,Ali Al Hassan,MF,Saudi Arabia,25,1997,0.5,0,1,0,0.0,2.0,0.0,0.0,,10.4,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,2.0,1,0.0,2.0,0.0,1.0,1.0,100.0,0.0,2.0,1.0,1.0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,4.0,8.0,3.0,1.0,15.0,0.0,0.0,,1.0,1.0,5.0,0.0,1,45.0,45.0,16.7,1,45.0,0,0,,2,0.0,0.0,0.0,0.0,0.0,0.8,0.2,1.0,-0.8,-1.56,-0.66,4.0,7.0,57.1,56.0,15.0,3.0,4.0,75.0,1.0,2.0,50.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1,0,0,2,0,0,1,0.0,0.0,0,1.0,0.0,0.0,
34,Ali Al-Bulaihi,DF,Saudi Arabia,33,1989,2.4,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,4.0,2,2.0,2.0,0.0,2.0,4.0,50.0,2.0,1.0,1.0,0.0,3,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,7.0,54.0,55.0,1.0,0.0,110.0,0.0,0.0,,2.0,0.0,65.0,0.0,3,216.0,72.0,80.0,3,72.0,2,0,,0,1.0,2.0,3.0,-1.0,-0.42,1.25,2.0,4.5,-2.6,-1.06,-0.27,78.0,97.0,80.4,1353.0,379.0,31.0,36.0,86.1,39.0,45.0,86.7,6.0,13.0,46.2,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,1,0,0,1,1,0,0,0.0,0.0,0,5.0,3.0,3.0,50.0
35,Ali Assadalla,MF,Qatar,29,1993,0.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,1.0,3.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,5.0,14.0,6.0,0.0,24.0,1.0,1.0,100.0,0.0,0.0,22.0,0.0,1,27.0,27.0,10.0,0,,0,1,27.0,2,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.06,0.86,21.0,23.0,91.3,242.0,39.0,14.0,14.0,100.0,5.0,7.0,71.4,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,
36,Ali Gholizadeh,MF,IR Iran,26,1996,2.2,0,1,0,0.0,0.45,0.0,0.0,,26.2,0.0,0,0,0.0,0.0,0.03,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,5.0,3,3.0,2.0,0.0,7.0,3.18,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.45,1.0,0.0,0.0,0.0,0.0,0.0,86.0,5.0,22.0,35.0,33.0,3.0,86.0,4.0,8.0,50.0,2.0,2.0,51.0,7.0,3,199.0,66.0,73.7,2,77.0,0,1,45.0,0,1.0,2.0,4.0,-2.0,-0.9,0.36,2.3,3.0,-0.6,-0.29,0.11,46.0,72.0,63.9,637.0,262.0,30.0,39.0,76.9,13.0,20.0,65.0,2.0,9.0,22.2,1,0.2,0.7,0.8,2.0,4.0,4.0,1.0,4.0,0,0,0,3,1,2,4,0.0,0.0,0,21.0,0.0,1.0,0.0
37,Ali Karimi,MF,IR Iran,28,1994,1.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,3.0,3,3.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,3,6.0,1.0,0.0,1.0,0.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,2.0,10.0,33.0,12.0,1.0,55.0,0.0,0.0,,1.0,0.0,36.0,3.0,3,99.0,33.0,36.7,1,45.0,0,2,27.0,0,1.0,2.0,3.0,-1.0,-0.91,0.14,1.1,1.4,-0.3,-0.28,0.06,34.0,45.0,75.6,584.0,149.0,18.0,21.0,85.7,12.0,15.0,80.0,4.0,7.0,57.1,0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,0,0,0,4,1,0,2,0.0,0.0,0,6.0,3.0,2.0,60.0
38,Ali Maâloul,DF,Tunisia,32,1990,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1.0,1,0.0,1.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,2.0,0,1.0,4.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,3.0,12.0,28.0,30.0,0.0,70.0,0.0,0.0,,0.0,1.0,34.0,3.0,1,90.0,90.0,33.3,1,90.0,1,0,,2,3.0,1.0,0.0,1.0,1.0,1.5,0.5,0.8,-0.3,-0.3,-0.2,39.0,63.0,61.9,733.0,412.0,19.0,22.0,86.4,13.0,18.0,72.2,6.0,19.0,31.6,0,0.0,0.1,0.0,0.0,4.0,2.0,1.0,4.0,0,0,0,0,0,0,13,0.0,0.0,0,5.0,0.0,1.0,0.0
39,Alidu Seidu,DF,Ghana,22,2000,1.7,0,1,0,0.0,0.58,0.0,0.0,,31.9,0.0,0,0,0.0,0.0,0.01,0.0,0.0,6.0,4,5.0,1.0,0.0,2.0,2.0,100.0,0.0,5.0,0.0,5.0,0,6.0,3.0,0.0,2.0,1.16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,3.0,37.0,42.0,22.0,1.0,98.0,4.0,6.0,66.7,4.0,0.0,49.0,0.0,2,155.0,78.0,57.4,2,78.0,1,0,,1,0.0,0.0,3.0,-3.0,-1.74,-2.52,1.6,3.3,-1.6,-0.95,-1.12,59.0,78.0,75.6,791.0,246.0,43.0,47.0,91.5,12.0,17.0,70.6,2.0,8.0,25.0,0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,2,0,0,5,5,0,6,0.0,0.0,0,6.0,1.0,0.0,100.0
40,Alireza Beiranvand,GK,IR Iran,30,1992,1.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,30.0,33.0,1.0,0.0,0.0,34.0,0.0,0.0,,0.0,0.0,17.0,0.0,2,109.0,55.0,40.4,2,55.0,1,0,,0,0.0,0.0,1.0,-1.0,-0.83,0.29,0.4,1.3,-0.9,-0.71,-0.66,20.0,31.0,64.5,604.0,501.0,2.0,2.0,100.0,13.0,13.0,100.0,5.0,16.0,31.3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
41,Alireza Jahanbakhsh,MF,IR Iran,29,1993,0.7,0,3,0,0.0,4.58,0.0,0.0,,22.9,0.0,0,0,0.2,0.2,0.06,-0.2,-0.2,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1,2.0,0.0,0.0,4.0,6.1,3.0,0.0,0.0,1.0,0.0,0.0,2.0,3.05,1.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,6.0,12.0,9.0,1.0,27.0,1.0,1.0,100.0,1.0,0.0,13.0,3.0,2,59.0,30.0,21.9,1,45.0,0,1,14.0,0,1.5,2.0,3.0,-1.0,-1.53,-0.67,0.6,1.1,-0.4,-0.62,-0.39,11.0,17.0,64.7,160.0,54.0,4.0,5.0,80.0,6.0,9.0,66.7,0.0,0.0,,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2,0,0,2,0,0,1,0.0,0.0,0,1.0,0.0,3.0,0.0
42,Alisson,GK,Brazil,30,1992,4.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,88.0,100.0,1.0,0.0,0.0,101.0,0.0,0.0,,1.0,0.0,42.0,0.0,4,379.0,95.0,79.0,4,95.0,3,0,,1,2.5,8.0,2.0,6.0,1.42,2.32,9.2,1.5,7.7,1.99,0.48,80.0,93.0,86.0,1590.0,999.0,31.0,31.0,100.0,39.0,41.0,95.1,10.0,20.0,50.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0,7.0,1.0,0.0,100.0
43,Alistair Johnston,DF,Canada,24,1998,3.0,0,2,1,50.0,0.67,0.33,0.0,0.0,8.5,0.0,0,0,0.8,0.8,0.4,-0.8,-0.8,5.0,3,5.0,0.0,0.0,2.0,7.0,28.6,5.0,6.0,1.0,5.0,2,7.0,4.0,0.0,8.0,2.67,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,8.0,61.0,106.0,44.0,5.0,209.0,1.0,1.0,100.0,4.0,1.0,121.0,4.0,3,270.0,90.0,100.0,3,90.0,3,0,,0,0.0,2.0,7.0,-5.0,-1.67,,4.2,3.9,0.3,0.11,,147.0,186.0,79.0,2408.0,998.0,77.0,86.0,89.5,55.0,67.0,82.1,12.0,25.0,48.0,0,0.2,0.1,-0.2,3.0,9.0,3.0,1.0,10.0,1,0,0,5,3,0,8,0.0,0.0,0,16.0,4.0,2.0,66.7
44,Almoez Ali,FW,Qatar,26,1996,2.5,0,3,1,33.3,1.21,0.4,0.0,0.0,16.4,0.0,0,0,0.4,0.4,0.12,-0.4,-0.4,1.0,0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,1.0,5.0,41.0,20.0,6.0,66.0,0.0,3.0,0.0,6.0,3.0,48.0,8.0,3,224.0,75.0,83.0,3,75.0,1,0,,0,0.0,1.0,7.0,-6.0,-2.41,-2.41,1.3,3.5,-2.1,-0.86,-0.88,33.0,45.0,73.3,493.0,32.0,17.0,21.0,81.0,10.0,15.0,66.7,3.0,3.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2,2,3,0,0.0,0.0,0,6.0,2.0,9.0,18.2
45,Alphonso Davies,MF,Canada,22,2000,3.0,1,3,1,33.3,1.0,0.33,0.33,1.0,21.0,1.0,0,1,1.1,0.3,0.09,-0.1,0.7,2.0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,5.0,3,5.0,1.0,0.0,8.0,2.67,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,3.0,13.0,62.0,87.0,7.0,156.0,11.0,24.0,45.8,11.0,7.0,94.0,15.0,3,270.0,90.0,100.0,3,90.0,3,0,,0,0.0,2.0,7.0,-5.0,-1.67,,4.2,3.9,0.3,0.11,,82.0,114.0,71.9,1212.0,231.0,46.0,53.0,86.8,32.0,39.0,82.1,2.0,9.0,22.2,0,0.5,0.2,-0.5,6.0,2.0,1.0,0.0,2.0,1,0,0,4,4,1,10,0.0,0.0,0,14.0,3.0,2.0,60.0
46,Amadou Onana,MF,Belgium,21,2001,1.2,0,2,0,0.0,1.73,0.0,0.0,,8.3,0.0,0,0,0.5,0.5,0.23,-0.5,-0.5,4.0,1,2.0,2.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,11.0,58.0,6.0,3.0,74.0,1.0,1.0,100.0,4.0,1.0,59.0,1.0,2,104.0,52.0,38.5,1,59.0,0,1,45.0,0,1.5,0.0,0.0,0.0,0.0,0.54,1.2,0.7,0.4,0.36,0.49,58.0,64.0,90.6,998.0,220.0,27.0,28.0,96.4,27.0,29.0,93.1,4.0,6.0,66.7,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2,0,0,4,3,0,0,0.0,0.0,0,7.0,2.0,0.0,100.0
47,Anass Zaroury,FW,Morocco,22,2000,0.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,6.0,8.0,0.0,15.0,1.0,1.0,100.0,0.0,0.0,10.0,1.0,1,27.0,27.0,4.1,0,,0,1,27.0,6,0.0,0.0,0.0,0.0,0.0,-0.14,0.4,0.3,0.1,0.4,0.53,8.0,13.0,61.5,92.0,10.0,5.0,5.0,100.0,2.0,3.0,66.7,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,3,0.0,0.0,0,3.0,0.0,0.0,
48,Andre-Frank Zambo Anguissa,MF,Cameroon,27,1995,2.9,0,1,1,100.0,0.35,0.35,0.0,0.0,11.2,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,4.0,0,3.0,0.0,1.0,1.0,3.0,33.3,2.0,2.0,0.0,2.0,5,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,3.0,46.0,82.0,33.0,3.0,159.0,4.0,5.0,80.0,5.0,5.0,117.0,3.0,3,260.0,87.0,96.3,3,87.0,2,0,,0,1.33,4.0,4.0,0.0,0.0,0.0,3.4,5.6,-2.3,-0.78,-0.04,113.0,130.0,86.9,1720.0,560.0,63.0,67.0,94.0,45.0,51.0,88.2,3.0,5.0,60.0,1,0.0,0.1,1.0,0.0,14.0,1.0,0.0,8.0,0,0,0,6,4,0,2,0.0,0.0,0,16.0,4.0,0.0,100.0
49,Andreas Christensen,DF,Denmark,26,1996,3.0,1,2,1,50.0,0.67,0.33,0.5,1.0,5.9,0.0,0,0,0.4,0.4,0.18,0.6,0.6,4.0,2,1.0,3.0,0.0,2.0,2.0,100.0,0.0,7.0,5.0,2.0,4,8.0,9.0,0.0,2.0,0.67,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,25.0,106.0,173.0,4.0,2.0,280.0,0.0,0.0,,2.0,1.0,217.0,1.0,3,270.0,90.0,100.0,3,90.0,3,0,,0,0.33,1.0,3.0,-2.0,-0.67,,2.7,3.9,-1.2,-0.39,,237.0,251.0,94.4,4457.0,1407.0,89.0,93.0,95.7,116.0,119.0,97.5,26.0,32.0,81.3,0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,1,0,0,2,1,1,0,0.0,0.0,0,20.0,6.0,4.0,60.0
50,Andreas Cornelius,FW,Denmark,29,1993,1.0,0,5,2,40.0,4.89,1.96,0.0,0.0,10.2,0.0,0,0,1.0,1.0,0.2,-1.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,5.0,4.89,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1.0,3.0,15.0,30.0,11.0,48.0,1.0,1.0,100.0,4.0,1.0,41.0,15.0,3,92.0,31.0,34.1,1,45.0,0,2,24.0,0,0.33,0.0,0.0,0.0,0.0,1.01,1.3,1.0,0.3,0.33,1.1,21.0,34.0,61.8,206.0,14.0,13.0,16.0,81.3,5.0,13.0,38.5,0.0,0.0,,0,0.1,0.0,-0.1,3.0,0.0,0.0,0.0,1.0,1,0,0,4,2,0,1,0.0,0.0,0,2.0,11.0,8.0,57.9
51,Andreas Skov Olsen,FW,Denmark,22,1999,1.5,0,4,1,25.0,2.73,0.68,0.0,0.0,14.6,0.0,0,0,0.2,0.2,0.06,-0.2,-0.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,1,1.0,0.0,0.0,3.0,2.05,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,2.0,7.0,24.0,45.0,13.0,76.0,0.0,2.0,0.0,4.0,4.0,59.0,19.0,2,132.0,66.0,48.9,2,66.0,0,0,,1,0.5,0.0,1.0,-1.0,-0.68,-0.03,0.8,1.4,-0.7,-0.45,-0.11,43.0,63.0,68.3,652.0,116.0,25.0,28.0,89.3,15.0,20.0,75.0,3.0,4.0,75.0,0,0.0,0.1,0.0,0.0,2.0,1.0,0.0,3.0,0,0,0,2,1,0,4,0.0,0.0,0,3.0,1.0,2.0,33.3
52,Andrej Kramarić,FW,Croatia,31,1991,5.3,2,10,4,40.0,1.9,0.76,0.2,0.5,15.1,0.0,0,0,1.6,1.6,0.16,0.4,0.4,3.0,2,0.0,1.0,2.0,0.0,1.0,0.0,1.0,6.0,0.0,6.0,0,3.0,0.0,0.0,10.0,1.9,7.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,0.0,12.0,93.0,114.0,15.0,215.0,4.0,8.0,50.0,7.0,6.0,178.0,32.0,7,474.0,68.0,68.7,7,68.0,0,0,,0,1.43,6.0,6.0,0.0,0.0,-0.42,4.7,7.5,-2.8,-0.54,-0.03,153.0,176.0,86.9,2049.0,233.0,104.0,111.0,93.7,35.0,38.0,92.1,7.0,12.0,58.3,0,0.2,0.3,-0.2,4.0,0.0,3.0,1.0,4.0,0,0,0,1,4,2,6,0.0,0.0,0,18.0,0.0,4.0,0.0
53,Andries Noppert,GK,Netherlands,28,1994,5.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,184.0,203.0,2.0,0.0,0.0,205.0,0.0,0.0,,0.0,0.0,97.0,0.0,5,480.0,96.0,100.0,5,96.0,5,0,,0,2.2,10.0,4.0,6.0,1.13,,4.6,6.1,-1.5,-0.29,-0.29,157.0,192.0,81.8,3993.0,2923.0,29.0,29.0,100.0,81.0,81.0,100.0,47.0,81.0,58.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,4.0,0.0,0.0,
54,Andrija Živković,DF,Serbia,26,1996,2.3,0,1,0,0.0,0.43,0.0,0.0,,24.4,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,5.0,3,2.0,2.0,1.0,2.0,3.0,66.7,1.0,5.0,0.0,5.0,3,8.0,3.0,0.0,7.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,0.86,2.0,0.0,0.0,0.0,0.0,0.0,118.0,7.0,34.0,48.0,40.0,3.0,118.0,0.0,1.0,0.0,4.0,1.0,72.0,4.0,3,210.0,70.0,77.8,3,70.0,0,0,,0,0.33,5.0,6.0,-1.0,-0.43,2.57,3.0,5.6,-2.7,-1.14,0.79,71.0,96.0,74.0,1121.0,362.0,31.0,32.0,96.9,31.0,40.0,77.5,5.0,17.0,29.4,2,1.1,0.8,0.9,4.0,6.0,3.0,0.0,6.0,0,0,0,2,4,0,8,0.0,0.0,0,11.0,2.0,2.0,50.0
55,André Ayew,MF,Ghana,33,1989,2.2,1,1,1,100.0,0.45,0.45,1.0,1.0,17.3,0.0,0,1,1.1,0.4,0.36,-0.1,0.6,4.0,1,0.0,4.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,3.0,12.0,31.0,19.0,4.0,60.0,0.0,2.0,0.0,5.0,4.0,35.0,5.0,3,198.0,66.0,73.3,3,66.0,0,0,,0,1.0,4.0,5.0,-1.0,-0.45,0.8,2.9,4.2,-1.3,-0.58,-0.37,30.0,37.0,81.1,411.0,47.0,18.0,22.0,81.8,9.0,11.0,81.8,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2,6,1,0,0.0,0.0,0,6.0,3.0,13.0,18.8
